"SessionID","Configuration Name","Observer","DeviceID","Edited","Session Start Time","Recorded Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Habitat Map","Grid Size","Image Size","Notes","Channel Type","Subject Type","Focal Name","Group Count","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Behavior Modifier 1","Interval Channel 1 Behavior Modifier 2","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value","Space Use Grid X","Space Use Grid Y","Space Use Grid XY","Space Use Coordinate X","Space Use Coordinate Y","Space Use Coordinate XY","Question: Weather_15","Question: Temperature_11","Question: Humidity_14","Question: Respiration Rate: average of 3 coun_16","Question: Ear Temperature_20","Question: Body Temperature_21","Question: Forearm Temperature_22"
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:03:44","2022-06-14","13:03:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","11","Activity","Climbing - Horizontal","","","Height","Level 1","Shade Use","Shade","5","5","5, 5","245","260","245, 260","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:03:59","2022-06-14","13:03:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","12","Activity","Climbing - Horizontal","","","Height","Level 2","Shade Use","Shade","4","6","4, 6","186","323","186, 323","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:04:14","2022-06-14","13:04:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","13","Activity","Feeding","","","Height","Level 3","Shade Use","Shade","3","8","3, 8","149","422","149, 422","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:04:29","2022-06-14","13:04:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","14","Activity","Vigilance","","","Height","Level 3","Shade Use","Shade","2","7","2, 7","110","412","110, 412","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:04:44","2022-06-14","13:04:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","15","Activity","Vigilance","","","Height","Level 3","Shade Use","Shade","3","7","3, 7","145","417","145, 417","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:04:59","2022-06-14","13:04:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","16","Activity","Vigilance","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","152","390","152, 390","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:05:14","2022-06-14","13:05:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","17","Activity","Vigilance","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","155","379","155, 379","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:05:29","2022-06-14","13:05:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","18","Activity","Climbing - Horizontal","","","Height","Level 2","Shade Use","Shade","3","6","3, 6","168","345","168, 345","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:05:44","2022-06-14","13:05:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","19","Activity","Climbing - Horizontal","","","Height","Level 1","Shade Use","Shade","4","5","4, 5","194","299","194, 299","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:05:59","2022-06-14","13:05:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","20","Activity","Vigilance","","","Height","Level 1","Shade Use","Shade","4","5","4, 5","193","288","193, 288","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:06:14","2022-06-14","13:06:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","21","Activity","Vigilance","","","Height","Level 1","Shade Use","Shade","4","5","4, 5","190","291","190, 291","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:06:29","2022-06-14","13:06:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","22","Activity","Vigilance","","","Height","Level 1","Shade Use","Shade","4","5","4, 5","235","251","235, 251","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:06:44","2022-06-14","13:06:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","23","Activity","Vigilance","","","Height","Level 2","Shade Use","Shade","3","6","3, 6","166","359","166, 359","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:06:59","2022-06-14","13:06:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","24","Activity","Drinking","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","153","448","153, 448","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:07:14","2022-06-14","13:07:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","25","Activity","Drinking","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","147","437","147, 437","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:07:29","2022-06-14","13:07:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","26","Activity","Drinking","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","147","434","147, 434","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:07:44","2022-06-14","13:07:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","27","Activity","Sniffing","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","137","431","137, 431","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:07:59","2022-06-14","13:07:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","28","Activity","Sniffing","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","135","451","135, 451","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:08:14","2022-06-14","13:08:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","29","Activity","Sniffing","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","132","437","132, 437","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:08:29","2022-06-14","13:08:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","30","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","148","406","148, 406","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:08:44","2022-06-14","13:08:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","31","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","144","409","144, 409","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:08:59","2022-06-14","13:08:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","32","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","149","416","149, 416","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:09:14","2022-06-14","13:09:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","33","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","145","415","145, 415","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:09:29","2022-06-14","13:09:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","34","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","140","416","140, 416","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:09:44","2022-06-14","13:09:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","35","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","144","428","144, 428","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:09:59","2022-06-14","13:09:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","36","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","141","424","141, 424","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:10:14","2022-06-14","13:10:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","37","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","145","422","145, 422","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:10:29","2022-06-14","13:10:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","38","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","136","417","136, 417","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:10:44","2022-06-14","13:10:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","39","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","136","416","136, 416","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:10:59","2022-06-14","13:10:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","40","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","140","425","140, 425","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:11:14","2022-06-14","13:11:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","41","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","137","413","137, 413","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:11:29","2022-06-14","13:11:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","42","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","134","417","134, 417","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:11:44","2022-06-14","13:11:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","43","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","135","417","135, 417","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:11:59","2022-06-14","13:11:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","44","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","138","419","138, 419","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:12:14","2022-06-14","13:12:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","45","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","133","417","133, 417","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:12:29","2022-06-14","13:12:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","46","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","136","423","136, 423","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:12:44","2022-06-14","13:12:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","47","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","137","415","137, 415","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:12:59","2022-06-14","13:12:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","48","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","133","423","133, 423","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:13:14","2022-06-14","13:13:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","49","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","136","422","136, 422","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:13:29","2022-06-14","13:13:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","50","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","137","420","137, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:13:44","2022-06-14","13:13:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","51","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","141","424","141, 424","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:13:59","2022-06-14","13:13:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","52","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","141","420","141, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:14:14","2022-06-14","13:14:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","53","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","130","420","130, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:14:29","2022-06-14","13:14:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","54","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","134","426","134, 426","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:14:44","2022-06-14","13:14:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","55","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","131","420","131, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:14:59","2022-06-14","13:14:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","56","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","133","420","133, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:15:14","2022-06-14","13:15:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","57","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","132","420","132, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:15:29","2022-06-14","13:15:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","58","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","135","416","135, 416","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:15:44","2022-06-14","13:15:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","59","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","136","419","136, 419","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:15:59","2022-06-14","13:15:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","60","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","137","424","137, 424","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:16:14","2022-06-14","13:16:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","61","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","137","420","137, 420","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:16:29","2022-06-14","13:16:29","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","62","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","137","426","137, 426","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:16:44","2022-06-14","13:16:44","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","63","Activity","Feeding","","","Height","Level 2","Shade Use","Shade","3","8","3, 8","136","427","136, 427","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:16:59","2022-06-14","13:16:59","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","64","Activity","Vigilance","","","Height","Level 2","Shade Use","Shade","3","7","3, 7","136","416","136, 416","","","","","","",""
"260","[OUTDOOR] The activity patterns of male tree kangaroos in tropical climates","Intern: Sherlyn","72bad767-9fc2-49a5-838f-15f5508460e7","No","2022-06-14 13:00:59","2022-06-14 13:00:59","2022-06-14 13:20:59","2022-06-14 13:17:14","2022-06-14","13:17:14","2022","6","13","Makaia,Malolo","20.25","Default Map","10,10","600x600","","Interval","Individual","Makaia","","65","Activity","Climbing - Horizontal","","","Height","Level 1","Shade Use","Shade","4","5","4, 5","196","282","196, 282","","","","","","",""
